Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/KL,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv,Misc/Alpha,Misc/FinalStepNorm,Misc/xHx,Misc/gradient_norm,Misc/H_inv_g,Misc/AcceptanceStep
308.29860409586684,1287.5242693663622,500.0,1,20000,0.0035501018,7.5245466931989995,68491.61336862585,3.201961362719885e-06,49.819145917892456,7.146737098693848,56.965885639190674,-4.6806334808024985e-07,3.295898522992502e-06,1.031943678855896,0.35293808579444885,0.018780959770083427,0.06112188100814819,0.3420129120349884,1.0
312.4032737389542,1338.00625,500.0,2,40000,0.0045372895,2.0018432841559126,79755.09050531326,3.5730361105379416e-06,50.693541288375854,7.414446592330933,58.1079888343811,4.5547486138275417e-07,3.12499992105586e-06,1.3285356760025024,0.32677945494651794,0.011331388726830482,0.05211152881383896,0.25978684425354004,1.0
308.7127121845697,2186.3625,500.0,3,60000,0.0037185645,1.850160322428509,85964.96242450301,2.125263335983618e-06,50.097771883010864,6.792712211608887,56.89048504829407,-3.458499975295126e-07,1.1474609209471964e-06,0.9783142805099487,0.3447904884815216,0.02089647203683853,0.07669223845005035,0.3335391879081726,1.0
316.3438502259208,1343.015,500.0,4,80000,0.004271041,0.8104847503695518,65899.03725863657,-4.400253317271563e-07,50.99627614021301,6.793923616409302,57.79020357131958,-3.669738646294718e-07,-9.765625463842298e-07,1.1588621139526367,0.32516196370124817,0.014892450533807278,0.07226772606372833,0.2535074055194855,1.0
313.2811522416607,1377.0237499999998,500.0,5,100000,0.003728646,2.192239246057097,69532.41590095569,-1.2084008176316274e-06,50.13363194465637,7.101806879043579,57.23544001579285,3.595352282559361e-08,-1.6601562720097718e-06,0.6484076380729675,0.3398425877094269,0.04757004976272583,0.09625950455665588,0.5321656465530396,1.0
315.8068826186942,2939.3712499999997,500.0,6,120000,0.0040403493,0.5838260781043654,133836.09202286057,3.353500233060913e-06,49.860817670822144,6.8659117221832275,56.72673058509827,-2.5482177079538815e-07,5.615234499600774e-07,1.2734612226486206,0.3263756334781647,0.01233269926160574,0.05903037637472153,0.24925239384174347,1.0
315.14749727634285,808.35,500.0,7,140000,0.0038461827,0.40597758631038056,13320.84523623521,-6.551742899318924e-07,50.67792105674744,6.841187238693237,57.51910948753357,7.28607176370133e-07,-1.098632793627985e-07,0.969394326210022,0.3393267095088959,0.021282805129885674,0.07465297728776932,0.3374841809272766,1.0
316.0658935093118,166.15500000000003,500.0,8,160000,0.005637685,0.3778982334171131,268.6505411719061,-4.923820142721524e-07,50.518474102020264,6.845090866088867,57.36356711387634,1.3923644814894942e-07,-3.0517577442878974e-07,1.3165160417556763,0.29555079340934753,0.011539243161678314,0.05760703980922699,0.23836393654346466,1.0
320.0729467061368,20.1075,500.0,9,180000,0.0070110625,0.19062173011576294,256.37729760188205,-5.852699587194365e-07,50.01733136177063,6.754913330078125,56.77224540710449,6.954193167985068e-07,7.324219097881723e-08,1.1826025247573853,0.22944529354572296,0.014300527051091194,0.09701182693243027,0.19401724636554718,1.0
319.33892121422684,759.99875,500.0,10,200000,0.0023596487,4.002592734470489,29808.240194439735,6.979942099860637e-07,51.02827596664429,6.683886289596558,57.71216320991516,5.493163968139925e-08,4.089355343239731e-07,0.6829335689544678,0.3149656057357788,0.0428817942738533,0.09009445458650589,0.5208127498626709,2.0
306.7805651305459,439.5,500.0,11,220000,0.00253583,1.5777235898432458,2814.263335705411,7.743835084284001e-08,49.468098878860474,6.26874303817749,55.7368426322937,8.106232129989621e-09,1.3427734302240424e-07,1.0234793424606323,0.3585096597671509,0.01909288763999939,0.06564661115407944,0.3371425271034241,1.0
307.96147299666734,652.47625,500.0,12,240000,0.0048965896,1.6179811941590279,19972.442245395927,6.64520257487311e-07,50.758551836013794,6.374315977096558,57.132869243621826,1.9788741312254388e-08,3.784179796184617e-07,0.8633992075920105,0.3075445294380188,0.026829127222299576,0.08346866071224213,0.3594920039176941,1.0
